0.85763889 1.12806100 1.12237386 0.89099566 0.75459745 0.80733065 0.76247555 0.59078075 0.37229523 0.24985513 0.22501363 0.22224014 0.17110649 0.10499282 0.06293823 0.04857514
0.88371566 1.72151899 1.81864066 1.08171140 0.64424317 0.60676004 0.61214791 0.57960623 0.43338048 0.30754347 0.27081161 0.26174701 0.22530084 0.17033902 0.11826040 0.08792494
0.83839975 1.73412551 2.34313725 1.71935534 0.87650944 0.64294320 0.61268566 0.66438253 0.54272161 0.39213611 0.35779524 0.33144105 0.26681380 0.21994516 0.17102272 0.12562337
0.75085848 1.16362741 1.93969991 2.29661017 1.36115801 0.86255149 0.71351628 0.75681818 0.59381331 0.44516142 0.41887194 0.38011949 0.28592695 0.22013235 0.17363503 0.12560949
1.10391671 1.20306982 1.71657972 2.36290914 1.45454545 1.08200435 0.87460986 0.82702066 0.53196739 0.42014446 0.38398876 0.36593201 0.30263023 0.22360921 0.15168539 0.10480833
1.23664060 1.18639434 1.31841176 1.56781417 1.13292220 1.13793103 0.99750865 0.84233266 0.49902378 0.39366516 0.36026471 0.35366387 0.30822059 0.23341812 0.14007353 0.08554902
1.49961204 1.53684264 1.61315878 1.66523059 1.17583501 1.28078905 1.32051282 1.19964013 0.70742566 0.50211968 0.43848943 0.41819402 0.37404834 0.27113197 0.16950798 0.10213369
1.24465458 1.55874685 1.87381675 1.89204545 1.19101681 1.15854815 1.28505140 1.44827586 0.93806376 0.61750062 0.52390777 0.47179843 0.40303398 0.31769877 0.20823220 0.11971413
1.23655203 1.83744477 2.41317288 2.34041214 1.20778311 1.08206687 1.19468314 1.47888624 1.00000000 0.67639373 0.53413089 0.45333759 0.39074595 0.34517268 0.24028183 0.13916488
0.92946108 1.46039216 1.95283784 1.96506969 1.06836735 0.95604396 0.94972350 1.09032967 0.75756098 0.58695652 0.47521008 0.40418719 0.33949580 0.31428571 0.20912088 0.13172619
0.89867406 1.38064076 1.91299723 1.98514461 1.04831288 0.93934049 0.89042945 0.99317485 0.64226782 0.51019488 0.45454545 0.40499820 0.37611545 0.34113658 0.21472393 0.13944274
0.93040729 1.39878948 1.85756191 1.88837497 1.04720092 0.96660542 0.89017506 0.93752871 0.57140943 0.45487305 0.42453187 0.50000000 0.52175147 0.45567294 0.28385138 0.16881029
0.78721076 1.32314488 1.64330902 1.56097930 0.95173466 0.92575088 0.87498233 0.88012367 0.54124528 0.41987113 0.43326373 0.57337352 0.63636364 0.49535057 0.27637557 0.18330389
0.60220554 1.24715175 1.68882999 1.49825761 0.87670571 0.87403262 0.79070203 0.86492440 0.59606913 0.48458150 0.48991421 0.62429201 0.61755159 0.50000000 0.32579095 0.19432208
0.49966816 1.19846817 1.81763776 1.63576908 0.82317073 0.72599085 0.68423345 0.78467988 0.57433217 0.44629456 0.42682927 0.53827913 0.47691638 0.45094235 0.33333333 0.12500000
0.55968874 1.29319690 1.93771273 1.71740413 0.82548152 0.64351032 0.59834071 0.65471976 0.48276665 0.40800147 0.40228614 0.46460177 0.45907080 0.39036382 0.18141593 0.00000000
