Transcriber,Report_no,Report_date,Date,Province,District,Cases,Total_Deaths,Facility_Deaths,Community_Deaths,Notes,Cumulative Cases,Cumulative Deaths
RS,103,2021-01-07,2021-01-07,Muchinga,Nakonde,4,,,,,24213,423
RS,103,2021-01-07,2021-01-07,Luapula,Nchelenge,7,,,,,24220,423
RS,103,2021-01-07,2021-01-07,Copperbelt,Ndola,32,,,,,24252,423
RS,103,2021-01-07,2021-01-07,Eastern,Nyimba,1,,,,,24253,423
RS,103,2021-01-07,2021-01-07,Southern,Siavonga,1,,,,,24254,423
RS,103,2021-01-07,2021-01-07,Southern,Sinazongwe,5,,,,,24259,423
RS,103,2021-01-07,2021-01-07,Eastern,Sinda,3,,,,,24262,423
RS,103,2021-01-07,2021-01-07,North-Western,Solwezi,21,,,,,24283,423
RS,103,2021-01-07,2021-01-07,Southern,ZImba,14,,,,,24297,423
RS,104,2021-01-08,2021-01-08,Central,Chibombo,36,,,,,24333,423
RS,104,2021-01-08,2021-01-08,Luapula,Chiengi,1,,,,,24334,423
RS,104,2021-01-08,2021-01-08,Luapula,Chifunabuli,8,,,,,24342,423
RS,104,2021-01-08,2021-01-08,Southern,Chikankata,10,,,,,24352,423
RS,104,2021-01-08,2021-01-08,Northern,Chilubi,7,,,,,24359,423
RS,104,2021-01-08,2021-01-08,Copperbelt,Chingola,2,,,,,24361,423
RS,104,2021-01-08,2021-01-08,Muchinga,Chinsali,2,,,,,24363,423
RS,104,2021-01-08,2021-01-08,Eastern,Chipata,20,1,1,,,24383,424
RS,104,2021-01-08,2021-01-08,Central,Chisamba,4,,,,,24387,424
RS,104,2021-01-08,2021-01-08,Southern,Choma,34,,,,,24421,424
RS,104,2021-01-08,2021-01-08,Southern,Gwembe,4,,,,,24425,424
RS,104,2021-01-08,2021-01-08,Central,Kabwe,122,,,,,24547,424
RS,104,2021-01-08,2021-01-08,Western,Kalabo,2,,,,,24549,424
RS,104,2021-01-08,2021-01-08,Southern,Kalomo,11,,,,,24560,424
RS,104,2021-01-08,2021-01-08,Copperbelt,Kalulushi,2,,,,,24562,424
RS,104,2021-01-08,2021-01-08,North-Western,Kalumbila,25,,,,,24587,424
RS,104,2021-01-08,2021-01-08,Muchinga,Kanchibiya,1,,,,,24588,424
RS,104,2021-01-08,2021-01-08,Western,Kaoma,14,,,,,24602,424
RS,104,2021-01-08,2021-01-08,Northern,Kasama,3,,,,,24605,424
RS,104,2021-01-08,2021-01-08,Eastern,Katete,13,,,,,24618,424
RS,104,2021-01-08,2021-01-08,Southern,Kazungula,7,,,,,24625,424
RS,104,2021-01-08,2021-01-08,Copperbelt,Kitwe,8,1,1,,,24633,425
RS,104,2021-01-08,2021-01-08,Southern,Livingstone,67,,,,,24700,425
RS,104,2021-01-08,2021-01-08,Copperbelt,Luanshya,3,,,,,24703,425
RS,104,2021-01-08,2021-01-08,Lusaka,Lusaka,379,15,4,11,,25082,440
RS,104,2021-01-08,2021-01-08,Northern,Luwingu,3,,,,,25085,440
RS,104,2021-01-08,2021-01-08,Eastern,Mambwe,6,,,,,25091,440
RS,104,2021-01-08,2021-01-08,Luapula,Mansa,30,,,,,25121,440
RS,104,2021-01-08,2021-01-08,Southern,Mazabuka,1,,,,,25122,440
RS,104,2021-01-08,2021-01-08,Northern,Mbala,1,1,1,,,25123,441
RS,104,2021-01-08,2021-01-08,Western,Mongu,4,,,,,25127,441
RS,104,2021-01-08,2021-01-08,Southern,Monze,12,,,,,25139,441
RS,104,2021-01-08,2021-01-08,Muchinga,Mpika,3,,,,,25142,441
RS,104,2021-01-08,2021-01-08,Copperbelt,Mpongwe,1,,,,,25143,441
RS,104,2021-01-08,2021-01-08,Copperbelt,Mufulira,13,,,,,25156,441
RS,104,2021-01-08,2021-01-08,North-Western,Mufumbwe,1,,,,,25157,441
RS,104,2021-01-08,2021-01-08,Luapula,Mwansabombwe,1,,,,,25158,441
RS,104,2021-01-08,2021-01-08,North-Western,Mwinilunga,1,,,,,25159,441
RS,104,2021-01-08,2021-01-08,Muchinga,Nakonde,1,,,,,25160,441
RS,104,2021-01-08,2021-01-08,Luapula,Nchelenge,20,,,,,25180,441
RS,104,2021-01-08,2021-01-08,Copperbelt,Ndola,56,,,,,25236,441
RS,104,2021-01-08,2021-01-08,Southern,Pemba,9,,,,,25245,441
RS,104,2021-01-08,2021-01-08,Eastern,Petauke,7,,,,,25252,441
RS,104,2021-01-08,2021-01-08,Western,Senanga,7,,,,,25259,441
RS,104,2021-01-08,2021-01-08,Central,Serenje,1,,,,,25260,441
RS,104,2021-01-08,2021-01-08,Southern,Siavonga,4,,,,,25264,441
RS,104,2021-01-08,2021-01-08,Southern,Sinazongwe,11,,,,,25275,441
RS,104,2021-01-08,2021-01-08,Eastern,Sinda,5,,,,,25280,441
RS,104,2021-01-08,2021-01-08,North-Western,Solwezi,40,,,,,25320,441
RS,104,2021-01-08,2021-01-08,Southern,Zimba,6,,,,,25326,441
RS,105,2021-01-09,2021-01-09,North-Western,Chavuma,1,,,,,25327,441
RS,105,2021-01-09,2021-01-09,Central,Chibombo,58,,,,,25385,441
RS,105,2021-01-09,2021-01-09,Lusaka,Chilanga,7,,,,,25392,441
RS,105,2021-01-09,2021-01-09,Northern,Chilubi,3,,,,,25395,441
RS,105,2021-01-09,2021-01-09,Copperbelt,Chingola,7,,,,,25402,441
RS,105,2021-01-09,2021-01-09,Eastern,Chipata,46,,,,,25448,441
RS,105,2021-01-09,2021-01-09,Central,Chisamba,7,,,,,25455,441
RS,105,2021-01-09,2021-01-09,Southern,Choma,43,,,,,25498,441
RS,105,2021-01-09,2021-01-09,Lusaka,Chongwe,23,,,,,25521,441
RS,105,2021-01-09,2021-01-09,Southern,Gwembe,9,,,,,25530,441
RS,105,2021-01-09,2021-01-09,North-Western,Ikelenge,1,,,,,25531,441
RS,105,2021-01-09,2021-01-09,Muchinga,Isoka,2,,,,,25533,441
RS,105,2021-01-09,2021-01-09,Central,Kabwe,51,,,,,25584,441
RS,105,2021-01-09,2021-01-09,Lusaka,Kafue,53,,,,,25637,441
RS,105,2021-01-09,2021-01-09,Western,Kalabo,5,,,,,25642,441
RS,105,2021-01-09,2021-01-09,Southern,Kalomo,12,,,,,25654,441
RS,105,2021-01-09,2021-01-09,Copperbelt,Kalulushi,10,,,,,25664,441
RS,105,2021-01-09,2021-01-09,North-Western,Kalumbila,10,,,,,25674,441
RS,105,2021-01-09,2021-01-09,Muchinga,Kanchibiya,1,,,,,25675,441
RS,105,2021-01-09,2021-01-09,Western,Kaoma,42,,,,,25717,441
RS,105,2021-01-09,2021-01-09,Central,Kapiri Mposhi,1,,,,,25718,441
RS,105,2021-01-09,2021-01-09,Northern,Kasama,8,,,,,25726,441
RS,105,2021-01-09,2021-01-09,North-Western,Kasempa,11,,,,,25737,441
RS,105,2021-01-09,2021-01-09,Eastern,Katete,29,,,,,25766,441
RS,105,2021-01-09,2021-01-09,Southern,Kazungula,1,,,,,25767,441
RS,105,2021-01-09,2021-01-09,Copperbelt,Kitwe,63,,,,,25830,441
RS,105,2021-01-09,2021-01-09,Southern,Livingstone,57,4,4,,,25887,445
RS,105,2021-01-09,2021-01-09,Western,Luampa,3,,,,,25890,445
RS,105,2021-01-09,2021-01-09,Lusaka,Luangwa,8,,,,,25898,445
RS,105,2021-01-09,2021-01-09,Copperbelt,Luanshya,4,,,,,25902,445
RS,105,2021-01-09,2021-01-09,Lusaka,Lusaka,375,19,5,14,,26277,464
RS,105,2021-01-09,2021-01-09,Northern,Luwingu,3,,,,,26280,464
RS,105,2021-01-09,2021-01-09,Eastern,Mambwe,8,,,,,26288,464
RS,105,2021-01-09,2021-01-09,Southern,Mazabuka,1,,,,,26289,464
RS,105,2021-01-09,2021-01-09,Northern,Mbala,2,,,,,26291,464
RS,105,2021-01-09,2021-01-09,Western,Mongu,72,,,,,26363,464
RS,105,2021-01-09,2021-01-09,Muchinga,Mpika,13,,,,,26376,464
RS,105,2021-01-09,2021-01-09,North-Western,Mufumbwe,5,,,,,26381,464
RS,105,2021-01-09,2021-01-09,Muchinga,Nakonde,1,,,,,26382,464
RS,105,2021-01-09,2021-01-09,Copperbelt,Ndola,79,,,,,26461,464
RS,105,2021-01-09,2021-01-09,Eastern,Nyimba,6,,,,,26467,464
RS,105,2021-01-09,2021-01-09,Southern,Pemba,1,,,,,26468,464
RS,105,2021-01-09,2021-01-09,Eastern,Petauke,7,,,,,26475,464
RS,105,2021-01-09,2021-01-09,Lusaka,Rufunsa,4,,,,,26479,464
RS,105,2021-01-09,2021-01-09,Central,Serenje,14,,,,,26493,464
RS,105,2021-01-09,2021-01-09,Western,Sesheke,2,,,,,26495,464
RS,105,2021-01-09,2021-01-09,Southern,Siavonga,8,,,,,26503,464
RS,105,2021-01-09,2021-01-09,Southern,Sinazongwe,10,,,,,26513,464
RS,105,2021-01-09,2021-01-09,Eastern,Sinda,3,,,,,26516,464
RS,105,2021-01-09,2021-01-09,North-Western,Solwezi,18,,,,,26534,464
RS,105,2021-01-09,2021-01-09,North-Western,Zambezi,29,,,,,26563,464
RS,105,2021-01-09,2021-01-09,Southern,Zimba,4,,,,,26567,464
RS,106,2021-01-10,2021-01-10,Eastern,Chadiza,7,,,,,26574,464
RS,106,2021-01-10,2021-01-10,Luapula,Chembe,8,,,,,26582,464
RS,106,2021-01-10,2021-01-10,Central,Chibombo,8,,,,,26590,464
RS,106,2021-01-10,2021-01-10,Southern,Chikankata,9,,,,,26599,464
RS,106,2021-01-10,2021-01-10,Northern,Chilubi,8,,,,,26607,464
RS,106,2021-01-10,2021-01-10,Eastern,Chipata,52,,,,,26659,464
RS,106,2021-01-10,2021-01-10,Central,Chisamba,1,,,,,26660,464
RS,106,2021-01-10,2021-01-10,Muchinga,Isoka,7,,,,,26667,464
RS,106,2021-01-10,2021-01-10,North-Western,Kabompo,4,,,,,26671,464
RS,106,2021-01-10,2021-01-10,Central,Kabwe,143,,,,,26814,464
RS,106,2021-01-10,2021-01-10,Western,Kalabo,4,,,,,26818,464
RS,106,2021-01-10,2021-01-10,Southern,Kalomo,8,,,,,26826,464
RS,106,2021-01-10,2021-01-10,Copperbelt,Kalulushi,2,,,,,26828,464
RS,106,2021-01-10,2021-01-10,Central,Kapiri Mposhi,16,,,,,26844,464
RS,106,2021-01-10,2021-01-10,Northern,Kasama,9,,,,,26853,464
RS,106,2021-01-10,2021-01-10,Eastern,Katete,40,,,,,26893,464
RS,106,2021-01-10,2021-01-10,Luapula,Kawambwa,5,,,,,26898,464
RS,106,2021-01-10,2021-01-10,Copperbelt,Kitwe,49,,,,,26947,464
RS,106,2021-01-10,2021-01-10,Western,Limulunga,3,,,,,26950,464
RS,106,2021-01-10,2021-01-10,Southern,Livingstone,40,1,1,,,26990,465
RS,106,2021-01-10,2021-01-10,Western,Luampa,2,,,,,26992,465
RS,106,2021-01-10,2021-01-10,Eastern,Lundazi,2,,,,,26994,465
RS,106,2021-01-10,2021-01-10,Lusaka,Lusaka,365,2,2,,,27359,467
RS,106,2021-01-10,2021-01-10,Eastern,Mambwe,3,,,,,27362,467
RS,106,2021-01-10,2021-01-10,Luapula,Mansa,17,,,,,27379,467
RS,106,2021-01-10,2021-01-10,Northern,Mbala,1,,,,,27380,467
RS,106,2021-01-10,2021-01-10,Western,Mongu,14,1,1,,,27394,468
RS,106,2021-01-10,2021-01-10,Copperbelt,Mpongwe,2,,,,,27396,468
RS,106,2021-01-10,2021-01-10,Copperbelt,Mufulira,5,,,,,27401,468
RS,106,2021-01-10,2021-01-10,Western,Mulobezi,20,,,,,27421,468
RS,106,2021-01-10,2021-01-10,North-Western,Mushindano,2,,,,,27423,468
RS,106,2021-01-10,2021-01-10,Western,Mwandi,1,,,,,27424,468
RS,106,2021-01-10,2021-01-10,Luapula,Mwense,8,,,,,27432,468
RS,106,2021-01-10,2021-01-10,Copperbelt,Ndola,140,,,,,27572,468
RS,106,2021-01-10,2021-01-10,Eastern,Nyimba,4,,,,,27576,468
RS,106,2021-01-10,2021-01-10,Eastern,Petauke,11,,,,,27587,468
RS,106,2021-01-10,2021-01-10,Lusaka,Rufunsa,74,,,,,27661,468
RS,106,2021-01-10,2021-01-10,Luapula,Samfya,13,,,,,27674,468
RS,106,2021-01-10,2021-01-10,Western,Senanga,4,,,,,27678,468
RS,106,2021-01-10,2021-01-10,Central,Serenje,18,,,,,27696,468
RS,106,2021-01-10,2021-01-10,Western,Sesheke,7,,,,,27703,468
RS,106,2021-01-10,2021-01-10,Western,Shang’ombo,2,,,,,27705,468
RS,106,2021-01-10,2021-01-10,Southern,Sinazongwe,2,,,,,27707,468
RS,106,2021-01-10,2021-01-10,Eastern,Sinda,9,,,,,27716,468
RS,106,2021-01-10,2021-01-10,North-Western,Solwezi,7,1,1,,,27723,469
RS,106,2021-01-10,2021-01-10,Southern,Zimba,5,,,,,27728,469
RS,107,2021-01-11,2021-01-11,Copperbelt,Chililabombwe,12,,,,,27740,469
RS,107,2021-01-11,2021-01-11,Copperbelt,Chingola,8,,,,,27748,469
RS,107,2021-01-11,2021-01-11,Central,Chisamba,14,,,,,27762,469
RS,107,2021-01-11,2021-01-11,Lusaka,Chongwe,3,,,,,27765,469
RS,107,2021-01-11,2021-01-11,Southern,Gwembe,4,,,,,27769,469
RS,107,2021-01-11,2021-01-11,Central,Kabwe,156,,,,,27925,469
RS,107,2021-01-11,2021-01-11,Lusaka,Kafue,1,,,,,27926,469
RS,107,2021-01-11,2021-01-11,Copperbelt,Kalulushi,14,,,,,27940,469
RS,107,2021-01-11,2021-01-11,North-Western,Kalumbila,7,,,,,27947,469
RS,107,2021-01-11,2021-01-11,Western,Kaoma,47,,,,,27994,469
RS,107,2021-01-11,2021-01-11,Central,Kapiri Mposhi,11,,,,,28005,469
RS,107,2021-01-11,2021-01-11,Northern,Kasama,6,,,,,28011,469
RS,107,2021-01-11,2021-01-11,Luapula,Kawambwa,2,,,,,28013,469
RS,107,2021-01-11,2021-01-11,Copperbelt,Kitwe,36,,,,,28049,469
RS,107,2021-01-11,2021-01-11,Southern,Livingstone,26,,,,,28075,469
RS,107,2021-01-11,2021-01-11,Lusaka,Luangwa,1,,,,,28076,469
RS,107,2021-01-11,2021-01-11,Central,Luano,7,,,,,28083,469
RS,107,2021-01-11,2021-01-11,Copperbelt,Luanshya,5,,,,,28088,469
RS,107,2021-01-11,2021-01-11,Lusaka,Lusaka,251,2,2,,,28339,471
RS,107,2021-01-11,2021-01-11,Luapula,Mansa,15,,,,,28354,471
RS,107,2021-01-11,2021-01-11,Northern,Mbala,1,,,,,28355,471
RS,107,2021-01-11,2021-01-11,Luapula,Mbereshi,1,,,,,28356,471
RS,107,2021-01-11,2021-01-11,Western,Mongu,72,,,,,28428,471
RS,107,2021-01-11,2021-01-11,Southern,Monze,13,,,,,28441,471
RS,107,2021-01-11,2021-01-11,Northern,Mungwi,2,,,,,28443,471
RS,107,2021-01-11,2021-01-11,Copperbelt,Ndola,43,,,,,28486,471
RS,107,2021-01-11,2021-01-11,Northern,Senga Hill,2,,,,,28488,471
RS,107,2021-01-11,2021-01-11,Western,Sesheke,13,,,,,28501,471
RS,107,2021-01-11,2021-01-11,Western,Shang’ombo,14,,,,,28515,471
RS,107,2021-01-11,2021-01-11,Southern,Siavonga,1,,,,,28516,471
RS,107,2021-01-11,2021-01-11,Southern,Sinazongwe,5,,,,,28521,471
RS,107,2021-01-11,2021-01-11,North-Western,Solwezi,75,,,,,28596,471
RS,108,2021-01-12,2021-01-12,Southern,Chikankata,2,,,,,28598,471
RS,108,2021-01-12,2021-01-12,Lusaka,Chilanga,4,20,3,17,,28602,491
RS,108,2021-01-12,2021-01-12,Central,Chilbombo,13,,,,,28615,491
RS,108,2021-01-12,2021-01-12,Northern,Chilubi,9,,,,,28624,491
RS,108,2021-01-12,2021-01-12,Copperbelt,Chingola,23,,,,,28647,491
RS,108,2021-01-12,2021-01-12,Muchinga,Chinsali,6,,,,,28653,491
RS,108,2021-01-12,2021-01-12,Eastern,Chipata,71,,,,,28724,491
RS,108,2021-01-12,2021-01-12,Luapula,Chipili,1,,,,,28725,491
RS,108,2021-01-12,2021-01-12,Southern,Choma,3,,,,,28728,491
RS,108,2021-01-12,2021-01-12,Southern,Gwembe,8,,,,,28736,491
RS,108,2021-01-12,2021-01-12,North-Western,Ikelenge,1,,,,,28737,491
RS,108,2021-01-12,2021-01-12,Muchinga,Isoka,1,,,,,28738,491
RS,108,2021-01-12,2021-01-12,North-Western,Kabompo,1,,,,,28739,491
RS,108,2021-01-12,2021-01-12,Central,Kabwe,45,2,2,,,28784,493
RS,108,2021-01-12,2021-01-12,Lusaka,Kafue,11,,,,,28795,493
RS,108,2021-01-12,2021-01-12,Western,Kalabo,5,,,,,28800,493
RS,108,2021-01-12,2021-01-12,Southern,Kalomo,12,,,,,28812,493
RS,108,2021-01-12,2021-01-12,Copperbelt,Kalulushi,5,,,,,28817,493
RS,108,2021-01-12,2021-01-12,North-Western,Kalumbila,10,,,,,28827,493
RS,108,2021-01-12,2021-01-12,Muchinga,Kanchibiya,4,,,,,28831,493
RS,108,2021-01-12,2021-01-12,Northern,Kasama,5,,,,,28836,493
RS,108,2021-01-12,2021-01-12,Eastern,Katete,14,,,,,28850,493
RS,108,2021-01-12,2021-01-12,Southern,Kazungula,4,,,,,28854,493
RS,108,2021-01-12,2021-01-12,Copperbelt,Kitwe,32,,,,,28886,493
RS,108,2021-01-12,2021-01-12,Western,Limulunga,2,,,,,28888,493
RS,108,2021-01-12,2021-01-12,Southern,Livingstone,19,1,1,,,28907,494
RS,108,2021-01-12,2021-01-12,Western,Luampa,10,,,,,28917,494
RS,108,2021-01-12,2021-01-12,Copperbelt,Luanshya,3,,,,,28920,494
RS,108,2021-01-12,2021-01-12,Eastern,Lundazi,5,,,,,28925,494
RS,108,2021-01-12,2021-01-12,Lusaka,Lusaka,299,,,,,29224,494
RS,108,2021-01-12,2021-01-12,Northern,Luwingu,6,,,,,29230,494
RS,108,2021-01-12,2021-01-12,Muchinga,Mafinga,1,,,,,29231,494
RS,108,2021-01-12,2021-01-12,Eastern,Mambwe,1,,,,,29232,494
RS,108,2021-01-12,2021-01-12,Luapula,Mansa,25,,,,,29257,494
RS,108,2021-01-12,2021-01-12,Copperbelt,Masaiti,7,,,,,29264,494
RS,108,2021-01-12,2021-01-12,Southern,Mazabuka,3,,,,,29267,494
RS,108,2021-01-12,2021-01-12,Northern,Mbala,3,,,,,29270,494
RS,108,2021-01-12,2021-01-12,Western,Mongu,131,,,,,29401,494
RS,108,2021-01-12,2021-01-12,Southern,Monze,2,1,1,,,29403,495
RS,108,2021-01-12,2021-01-12,Muchinga,Mpika,61,,,,,29464,495
RS,108,2021-01-12,2021-01-12,Copperbelt,Mufulira,15,,,,,29479,495
RS,108,2021-01-12,2021-01-12,North-Western,Mushindano,1,,,,,29480,495
RS,108,2021-01-12,2021-01-12,Western,Mwandi,7,,,,,29487,495
RS,108,2021-01-12,2021-01-12,Luapula,Mwansabombwe,12,,,,,29499,495
RS,108,2021-01-12,2021-01-12,Luapula,Mwense,1,,,,,29500,495
RS,108,2021-01-12,2021-01-12,North-Western,Mwinilunga,9,,,,,29509,495
RS,108,2021-01-12,2021-01-12,Muchinga,Nakonde,2,,,,,29511,495
RS,108,2021-01-12,2021-01-12,Southern,Namwala,1,,,,,29512,495
RS,108,2021-01-12,2021-01-12,Luapula,Nchelenge,15,,,,,29527,495
RS,108,2021-01-12,2021-01-12,Copperbelt,Ndola,112,,,,,29639,495
RS,108,2021-01-12,2021-01-12,Western,Nkeyema,3,,,,,29642,495
RS,108,2021-01-12,2021-01-12,Eastern,Nyimba,11,,,,,29653,495
RS,108,2021-01-12,2021-01-12,Eastern,Petauke,13,,,,,29666,495
RS,108,2021-01-12,2021-01-12,Lusaka,Rufunsa,7,,,,,29673,495
RS,108,2021-01-12,2021-01-12,Western,Senanga,24,,,,,29697,495
RS,108,2021-01-12,2021-01-12,Western,Sesheke,8,,,,,29705,495
RS,108,2021-01-12,2021-01-12,Western,Shang’ombo,4,,,,,29709,495
RS,108,2021-01-12,2021-01-12,Muchinga,Shiwamg'andu,1,,,,,29710,495
RS,108,2021-01-12,2021-01-12,Western,Sikongo,3,,,,,29713,495
RS,108,2021-01-12,2021-01-12,Eastern,Sinda,14,,,,,29727,495
RS,108,2021-01-12,2021-01-12,North-Western,Solwezi,30,,,,,29757,495
RS,109,2021-01-13,2021-01-13,Eastern,Chadiza,11,,,,,29768,495
RS,109,2021-01-13,2021-01-13,Muchinga,Chama,19,,,,,29787,495
RS,109,2021-01-13,2021-01-13,Luapula,Chembe,5,,,,,29792,495
RS,109,2021-01-13,2021-01-13,Central,Chibombo,18,,,,,29810,495
RS,109,2021-01-13,2021-01-13,Southern,Chikankata,30,,,,,29840,495
RS,109,2021-01-13,2021-01-13,Copperbelt,Chililabombwe,8,,,,,29848,495
RS,109,2021-01-13,2021-01-13,Northern,Chilubi,4,,,,,29852,495
RS,109,2021-01-13,2021-01-13,Copperbelt,Chingola,53,,,,,29905,495
RS,109,2021-01-13,2021-01-13,Eastern,Chipata,49,,,,,29954,495
RS,109,2021-01-13,2021-01-13,Lusaka,Chirundu,,1,1,,,29954,496
RS,109,2021-01-13,2021-01-13,Central,Chisamba,1,,,,,29955,496
RS,109,2021-01-13,2021-01-13,Southern,Choma,13,1,1,,,29968,497
RS,109,2021-01-13,2021-01-13,Muchinga,Isoka,4,,,,,29972,497
RS,109,2021-01-13,2021-01-13,Central,Kabwe,50,,,,,30022,497
RS,109,2021-01-13,2021-01-13,Western,Kalabo,2,,,,,30024,497
RS,109,2021-01-13,2021-01-13,Copperbelt,Kalulushi,3,,,,,30027,497
RS,109,2021-01-13,2021-01-13,North-Western,Kalumbila,25,,,,,30052,497
RS,109,2021-01-13,2021-01-13,Western,Kaoma,21,,,,,30073,497
RS,109,2021-01-13,2021-01-13,Central,Kapiri Mposhi,23,,,,,30096,497
RS,109,2021-01-13,2021-01-13,Northern,Kasama,32,,,,,30128,497
RS,109,2021-01-13,2021-01-13,Eastern,Katete,11,,,,,30139,497
RS,109,2021-01-13,2021-01-13,Southern,Kazungula,7,,,,,30146,497
RS,109,2021-01-13,2021-01-13,Copperbelt,Kitwe,8,,,,,30154,497
RS,109,2021-01-13,2021-01-13,Western,Limulunga,19,,,,,30173,497
RS,109,2021-01-13,2021-01-13,Southern,Livingstone,29,2,2,,,30202,499
RS,109,2021-01-13,2021-01-13,Lusaka,Luangwa,4,,,,,30206,499
RS,109,2021-01-13,2021-01-13,Copperbelt,Luanshya,2,,,,,30208,499
RS,109,2021-01-13,2021-01-13,Copperbelt,Lufwanyama,4,,,,,30212,499
RS,109,2021-01-13,2021-01-13,Eastern,Lundazi,8,,,,,30220,499
RS,109,2021-01-13,2021-01-13,Lusaka,Lusaka,475,5,5,,,30695,504
RS,109,2021-01-13,2021-01-13,Muchinga,Mafinga,3,,,,,30698,504
RS,109,2021-01-13,2021-01-13,Eastern,Mambwe,6,,,,,30704,504
RS,109,2021-01-13,2021-01-13,Copperbelt,Masaiti,8,,,,,30712,504
RS,109,2021-01-13,2021-01-13,Northern,Mbala,8,1,1,,,30720,505
RS,109,2021-01-13,2021-01-13,Western,Mongu,15,,,,,30735,505
RS,109,2021-01-13,2021-01-13,Muchinga,Mpika,11,,,,,30746,505
RS,109,2021-01-13,2021-01-13,Copperbelt,Mufulira,74,,,,,30820,505
RS,109,2021-01-13,2021-01-13,Western,Mulobezi,2,,,,,30822,505
RS,109,2021-01-13,2021-01-13,Western,Mwandi,10,,,,,30832,505
RS,109,2021-01-13,2021-01-13,Luapula,Mwense,7,,,,,30839,505
RS,109,2021-01-13,2021-01-13,Western,Nalolo,1,,,,,30840,505
RS,109,2021-01-13,2021-01-13,Southern,Namwala,4,,,,,30844,505
RS,109,2021-01-13,2021-01-13,Copperbelt,Ndola,168,3,NA,NA,,31012,508
RS,109,2021-01-13,2021-01-13,Eastern,Nyimba,4,,,,,31016,508
RS,109,2021-01-13,2021-01-13,Southern,Pemba,3,,,,,31019,508
RS,109,2021-01-13,2021-01-13,Eastern,Petauke,12,,,,,31031,508
RS,109,2021-01-13,2021-01-13,Western,Senanga,6,,,,,31037,508
RS,109,2021-01-13,2021-01-13,Western,Sesheke,1,,,,,31038,508
RS,109,2021-01-13,2021-01-13,Southern,Siavonga,5,,,,,31043,508
RS,109,2021-01-13,2021-01-13,Western,Sikongo,2,,,,,31045,508
RS,109,2021-01-13,2021-01-13,Southern,Sinazongwe,,1,1,,,31045,509
RS,109,2021-01-13,2021-01-13,Eastern,Sinda,5,,,,,31050,509
RS,109,2021-01-13,2021-01-13,North-Western,Solwezi,31,,,,,31081,509
RS,109,2021-01-13,2021-01-13,Southern,Zimba,19,,,,,31100,509
RS,110,2021-01-14,2021-01-14,Eastern,Chadiza,6,,,,,31106,509
RS,110,2021-01-14,2021-01-14,Muchinga,Chama,14,,,,,31120,509
RS,110,2021-01-14,2021-01-14,North-Western,Chavuma,37,,,,,31157,509
RS,110,2021-01-14,2021-01-14,Luapula,Chembe,15,,,,,31172,509
RS,110,2021-01-14,2021-01-14,Central,Chibombo,4,,,,,31176,509
RS,110,2021-01-14,2021-01-14,Southern,Chikankata,5,,,,,31181,509
RS,110,2021-01-14,2021-01-14,Copperbelt,Chililabombwe,91,,,,,31272,509
RS,110,2021-01-14,2021-01-14,Northern,Chilubi,7,,,,,31279,509
RS,110,2021-01-14,2021-01-14,Copperbelt,Chingola,7,,,,,31286,509
RS,110,2021-01-14,2021-01-14,Muchinga,Chinsali,6,,,,,31292,509
RS,110,2021-01-14,2021-01-14,Eastern,Chipata,102,,,,,31394,509
RS,110,2021-01-14,2021-01-14,Luapula,Chipili,3,,,,,31397,509
RS,110,2021-01-14,2021-01-14,Southern,Choma,95,,,,,31492,509
RS,110,2021-01-14,2021-01-14,Lusaka,Chongwe,1,,,,,31493,509
RS,110,2021-01-14,2021-01-14,Southern,Gwembe,8,,,,,31501,509
RS,110,2021-01-14,2021-01-14,Muchinga,Isoka,7,,,,,31508,509
RS,110,2021-01-14,2021-01-14,Central,Kabwe,4,,,,,31512,509
RS,110,2021-01-14,2021-01-14,Western,Kalabo,8,,,,,31520,509
RS,110,2021-01-14,2021-01-14,Copperbelt,Kalulushi,14,,,,,31534,509
RS,110,2021-01-14,2021-01-14,North-Western,Kalumbila,18,,,,,31552,509
RS,110,2021-01-14,2021-01-14,Muchinga,Kanchibiya,5,,,,,31557,509
RS,110,2021-01-14,2021-01-14,Western,Kaoma,18,,,,,31575,509
RS,110,2021-01-14,2021-01-14,Central,Kapiri Mposhi,174,,,,,31749,509
RS,110,2021-01-14,2021-01-14,Northern,Kasama,19,,,,,31768,509
RS,110,2021-01-14,2021-01-14,North-Western,Kasempa,13,,,,,31781,509
RS,110,2021-01-14,2021-01-14,Eastern,Katete,18,,,,,31799,509
RS,110,2021-01-14,2021-01-14,Luapula,Kawambwa,10,,,,,31809,509
RS,110,2021-01-14,2021-01-14,Southern,Kazungula,17,,,,,31826,509
RS,110,2021-01-14,2021-01-14,Copperbelt,Kitwe,13,,,,,31839,509
RS,110,2021-01-14,2021-01-14,Southern,Livingstone,72,3,3,,,31911,512
RS,110,2021-01-14,2021-01-14,Lusaka,Luangwa,1,,,,,31912,512
RS,110,2021-01-14,2021-01-14,Copperbelt,Luanshya,18,,,,,31930,512
RS,110,2021-01-14,2021-01-14,Western,Lukulu,2,,,,,31932,512
RS,110,2021-01-14,2021-01-14,Eastern,Lundazi,6,,,,,31938,512
RS,110,2021-01-14,2021-01-14,Lusaka,Lusaka,387,1,1,,,32325,513
RS,110,2021-01-14,2021-01-14,Northern,Luwingu,3,,,,,32328,513
